Date,Price,Open,High,Low,Change %
12/5/2017,77.51,78.41,78.41,77.17,-1.55%
12/4/2017,78.73,79.37,79.37,78.69,-1.17%
12/1/2017,79.66,79.37,80.69,79.17,0.30%
11/30/2017,79.42,79.46,80.05,78.96,-0.29%
11/29/2017,79.65,80.31,80.51,79.44,-1.84%
11/28/2017,81.14,81.44,81.71,81,-0.41%
11/27/2017,81.47,81.85,81.87,80.96,0.44%
11/24/2017,81.11,81.85,82.15,81.01,-0.78%
11/22/2017,81.75,81.23,81.88,81.12,1.35%
11/21/2017,80.66,80.28,80.97,80.23,0.81%
11/20/2017,80.01,80.44,80.59,79.69,-1.08%
11/17/2017,80.88,80.07,81.16,80.02,1.30%
11/16/2017,79.84,80.09,80.23,79.6,-0.25%
11/15/2017,80.04,80.17,80.19,79.58,0.05%
11/14/2017,80,80.05,80.46,79.52,-0.52%
11/13/2017,80.42,80.65,81.02,80.28,-0.22%
11/10/2017,80.6,81.79,82.04,80.55,-1.56%
11/9/2017,81.88,82.34,82.51,81.53,-0.64%
11/8/2017,82.41,82.61,82.95,82.27,0.66%
11/7/2017,81.87,82.02,82.13,81.29,-0.50%
11/6/2017,82.28,80.93,82.64,80.82,1.93%
11/3/2017,80.72,81.39,81.5,80.01,-0.71%
11/2/2017,81.3,81.34,82.28,81,0.02%
11/1/2017,81.28,81.81,82.6,81.13,0.10%
10/31/2017,81.2,81.96,81.96,80.89,-1.42%
10/30/2017,82.37,81.58,82.8,81.22,0.98%
10/27/2017,81.57,80.96,81.91,80.66,0.59%
10/26/2017,81.09,82.88,83.04,81.04,-1.84%
10/25/2017,82.61,83.48,83.65,82.3,-1.08%
10/24/2017,83.51,83.92,84.15,83.41,-0.78%
10/23/2017,84.17,84.49,84.77,83.75,-0.99%
10/20/2017,85.01,85.27,85.49,84.64,-0.60%
10/19/2017,85.52,85.52,85.92,85.14,0.54%
10/18/2017,85.06,85.49,85.72,84.76,-0.82%
10/17/2017,85.76,85.41,85.88,84.78,-0.44%
10/16/2017,86.14,87.5,87.94,85.91,-1.32%
10/13/2017,87.29,87.6,87.95,86.81,0.20%
10/12/2017,87.12,87.07,87.45,86.51,-0.02%
10/11/2017,87.14,87.06,87.33,85.43,0.46%
10/10/2017,86.74,88.12,88.19,86.56,-1.05%
10/9/2017,87.66,87.17,87.86,87.16,0.87%
10/6/2017,86.9,85.61,87.05,84.86,0.98%
10/5/2017,86.06,86.52,86.88,85.8,-0.51%
10/4/2017,86.5,86.4,86.86,85.97,0.60%
10/3/2017,85.98,85.27,86.12,85.17,1.12%
10/2/2017,85.03,84.36,85.41,84.08,0.45%
09/29/2017,84.65,85.77,85.77,84.64,-1.21%
09/28/2017,85.69,84.78,86.02,84.75,1.11%
09/27/2017,84.75,85.13,85.14,84.67,-1.29%
09/26/2017,85.86,86.48,87.17,85.82,-1.78%
09/25/2017,87.42,85.81,87.54,85.53,1.58%
09/22/2017,86.06,85.5,86.38,85.5,1.21%
09/21/2017,85.03,84.45,86.19,84.38,-0.53%
09/20/2017,85.48,87.52,88.56,84.7,-1.99%
09/19/2017,87.22,87.01,87.42,86.53,0.44%
09/18/2017,86.84,87.58,87.86,86.51,-1.74%
09/15/2017,88.38,89.03,89.11,88,-0.56%
09/14/2017,88.88,88.04,89.19,87.72,0.52%
09/13/2017,88.42,89.96,89.96,88.4,-1.97%
9/12/2017,90.2,89.21,90.46,88.95,0.66%
9/11/2017,89.61,90.58,91.82,89.5,-2.23%
9/8/2017,91.65,93.11,93.14,90.95,-1.73%
9/7/2017,93.26,92.17,93.39,91.87,2.09%
9/6/2017,91.35,92.21,92.8,90.62,-1.15%
9/5/2017,92.41,91.35,92.41,91.09,2.07%
9/1/2017,90.54,90.7,90.79,89.59,0.47%
08/31/2017,90.12,88.46,90.25,88.43,2.22%
08/30/2017,88.16,89.02,89.14,88.03,-1.36%
08/29/2017,89.38,89.97,90.92,88.38,0.22%
08/28/2017,89.18,86.67,89.18,86.65,3.92%
08/25/2017,85.82,86.38,86.52,85.18,-0.36%
08/24/2017,86.13,85.34,86.43,85.17,0.57%
08/23/2017,85.64,85.09,85.65,84.83,0.90%
08/22/2017,84.88,85.29,85.77,84.83,-0.62%
08/21/2017,85.41,84.35,85.41,84.32,1.80%
08/18/2017,83.9,85.31,85.96,83.78,-0.49%
08/17/2017,84.31,84.89,85.05,84.1,-0.33%
08/16/2017,84.59,82.16,84.94,82.16,2.90%
08/15/2017,82.21,82.09,82.68,81.96,-1.30%
08/14/2017,83.29,83.35,83.76,82.84,-0.95%
8/11/2017,84.09,84.2,84.54,83.5,0.01%
8/10/2017,84.08,83.81,84.5,83.73,1.50%
8/9/2017,82.84,83.03,83.4,82.29,1.38%
8/8/2017,81.71,82.51,82.62,81.26,-0.27%
8/7/2017,81.93,82.09,82.89,81.86,-0.13%
8/4/2017,82.04,83.23,83.34,81.99,-2.32%
8/3/2017,83.99,84.42,84.95,83.81,-0.49%
8/2/2017,84.4,85.02,85.37,84.39,-1.29%
8/1/2017,85.5,85.06,86.08,84.51,0.21%
07/31/2017,85.32,85.55,86.02,84.94,-0.28%
07/28/2017,85.56,84.45,85.77,84.24,1.80%
07/27/2017,84.05,86.63,86.63,84.05,-2.41%
07/26/2017,86.13,83.2,86.74,82.88,3.09%
07/25/2017,83.55,82.29,83.86,82.27,2.04%
07/24/2017,81.88,83.8,83.81,81.72,-2.09%
07/21/2017,83.63,83.59,83.89,82.95,0.65%
07/20/2017,83.09,82.33,83.38,82.3,0.58%
07/19/2017,82.61,82.5,83.02,82.11,0.25%
07/18/2017,82.4,82.6,82.76,82.19,0.41%
07/17/2017,82.06,81.71,82.7,81.7,1.56%
07/14/2017,80.8,80.57,81.36,80.54,1.72%
07/13/2017,79.43,80.49,80.78,79.26,-1.37%
7/12/2017,80.53,81.17,81.67,80.23,0.12%
7/11/2017,80.43,79.7,80.49,78.59,0.63%
7/10/2017,79.93,77.21,80,76.77,3.14%
7/7/2017,77.5,78.65,78.65,77.02,-1.87%
7/6/2017,78.98,79.77,79.82,78.9,-1.11%
7/5/2017,79.87,78.92,80.01,78.48,1.09%
7/3/2017,79.01,79.44,79.56,78.77,-2.19%
06/30/2017,80.78,80.14,81.16,80.01,0.61%
06/29/2017,80.29,81.61,81.61,79.96,-2.41%
06/28/2017,82.27,82.36,82.49,81.16,0.60%
06/27/2017,81.78,83.51,83.8,81.62,-1.27%
06/26/2017,82.83,82.53,83.45,82.16,-0.72%
06/23/2017,83.43,82.42,83.49,82.21,2.06%
06/22/2017,81.75,81.02,82.06,80.85,1.95%
06/21/2017,80.19,79.09,80.28,78.89,1.44%
06/20/2017,79.05,79.54,79.56,78.66,-0.78%
06/19/2017,79.67,79.42,80.59,79.26,-0.05%
06/16/2017,79.71,80.02,80.26,79.25,-0.16%
06/15/2017,79.84,80.3,81.31,79.67,-1.64%
06/14/2017,81.17,85.52,85.67,80.77,-3.70%
06/13/2017,84.29,83.39,84.69,82.79,1.04%
6/12/2017,83.42,84.03,84.52,83.09,-1.13%
6/9/2017,84.37,84.49,85.15,84.22,-1.52%
6/8/2017,85.67,85.83,85.97,84.34,-1.06%
6/7/2017,86.59,86.74,87.28,85.61,-0.92%
6/6/2017,87.39,84.24,87.39,84.22,5.14%
6/5/2017,83.12,83.54,83.72,82.15,-0.12%
6/2/2017,83.22,83.79,84.19,83.01,0.20%
6/1/2017,83.05,82.6,83.65,82.43,-0.41%
05/31/2017,83.39,83.46,83.92,82.3,-0.07%
05/30/2017,83.45,83.88,84.3,83.38,-1.42%
05/26/2017,84.65,84.78,85.14,84.43,0.69%
05/25/2017,84.07,84.1,84.68,83.37,-0.93%
05/24/2017,84.86,83.72,84.95,82.38,1.20%
05/23/2017,83.85,86.24,86.72,83.66,-2.68%
05/22/2017,86.16,85.67,86.81,85.67,1.17%
05/19/2017,85.16,84.93,85.45,84.76,1.08%
05/18/2017,84.25,85.54,85.54,83.58,-2.65%
05/17/2017,86.54,86.95,88.01,85.94,0.89%
05/16/2017,85.78,85.3,86.03,85.3,0.73%
05/15/2017,85.16,85.94,86.06,84.09,0.22%
5/12/2017,84.97,84.7,85.62,84.15,1.35%
5/11/2017,83.84,81.93,83.86,81.9,2.86%
5/10/2017,81.51,81.11,82.09,80.96,1.63%
5/9/2017,80.2,80,80.24,79.36,-0.45%
5/8/2017,80.56,80.26,80.65,79.44,0.35%
5/5/2017,80.28,78.64,80.94,78.64,2.58%
5/4/2017,78.26,79.44,79.44,77.46,-2.87%
5/3/2017,80.57,81.07,82.53,80.19,-0.85%
5/2/2017,81.26,80.62,81.76,80.3,0.61%
5/1/2017,80.77,82.56,82.96,80.33,-2.80%
04/28/2017,83.1,81.27,83.35,81.06,2.49%
04/27/2017,81.08,82.86,82.86,80.36,-2.68%
04/26/2017,83.31,82.03,83.34,80.87,1.13%
04/25/2017,82.38,84.2,84.57,81.31,-3.58%
04/24/2017,85.44,85.81,86.32,84.95,-1.61%
04/21/2017,86.84,86.73,87.19,86.14,0.08%
04/20/2017,86.77,86.2,87.23,85.78,0.54%
04/19/2017,86.3,88.33,88.34,85.26,-3.21%
04/18/2017,89.16,89.06,89.3,87.81,-0.22%
04/17/2017,89.36,89.69,90.19,88.82,-0.04%
04/13/2017,89.4,90.08,90.82,89.32,-0.03%
4/12/2017,89.43,88.97,89.44,87.86,0.46%
4/11/2017,89.02,87.6,89.45,87.47,2.71%
4/10/2017,86.67,85.82,86.8,85.03,0.64%
4/7/2017,86.12,87.22,88.19,85.32,-0.19%
4/6/2017,86.28,86.19,86.48,85.53,-0.08%
4/5/2017,86.35,85.53,86.86,84.99,0.08%
4/4/2017,86.28,85.94,86.29,85.31,1.15%
4/3/2017,85.3,83.8,85.31,83.74,1.83%
03/31/2017,83.77,83.27,84.92,83.01,0.60%
03/30/2017,83.27,83.56,84.18,83.14,-1.00%
03/29/2017,84.11,83.19,84.51,82.99,0.83%
03/28/2017,83.42,85.23,85.69,82.77,-2.23%
03/27/2017,85.32,85.47,85.75,84.24,1.58%
03/24/2017,83.99,84.12,84.82,83.85,-0.56%
03/23/2017,84.46,85.31,85.64,83.06,-0.75%
03/22/2017,85.1,85.17,85.95,84.47,0.44%
03/21/2017,84.73,83.99,85.5,83.58,1.39%
03/20/2017,83.57,82.82,83.73,82.23,1.24%
03/17/2017,82.55,83.5,84.33,82.03,-0.84%
03/16/2017,83.25,84.8,85.53,82.98,-0.60%
03/15/2017,83.75,78.7,83.96,77.96,7.36%
03/14/2017,78.01,79.98,80.92,77.69,-2.97%
03/13/2017,80.4,80.16,80.95,79.5,0.75%
3/10/2017,79.8,78.06,80.3,77.81,2.70%
3/9/2017,77.7,78.17,79.07,77.62,-1.04%
3/8/2017,78.52,78.16,79.55,77.93,-0.81%
3/7/2017,79.16,79.22,80.28,78.48,-0.90%
3/6/2017,79.88,81.55,81.55,78.89,-2.75%
3/3/2017,82.14,80.71,82.73,79.93,1.46%
3/2/2017,80.96,84.02,84.03,80.85,-4.79%
3/1/2017,85.03,83.56,85.59,82.58,0.53%
02/28/2017,84.58,85.33,86.61,83.67,0.13%
02/27/2017,84.47,88.58,90.78,84.15,-4.68%
02/24/2017,88.62,90.69,90.69,88.53,-1.10%
02/23/2017,89.61,90.92,91.86,89.56,-0.33%
02/22/2017,89.91,91.18,91.37,88.32,-1.98%
02/21/2017,91.73,91.37,92.12,90.08,-0.90%
02/17/2017,92.56,94.35,94.66,92.46,-2.01%
02/16/2017,94.46,93.5,94.96,93.47,1.13%
02/15/2017,93.4,93.44,94,92.48,-0.92%
02/14/2017,94.27,95.41,95.57,93.13,-0.25%
02/13/2017,94.51,94.62,95.14,94.19,-0.95%
2/10/2017,95.42,93.09,95.81,92.85,1.49%
2/9/2017,94.02,97,97.04,93.78,-2.79%
2/8/2017,96.72,95.88,97.2,95.65,1.50%
2/7/2017,95.29,95.54,96.66,94.59,-0.94%
2/6/2017,96.19,93.8,96.2,93.27,3.52%
2/3/2017,92.92,92.72,93.77,92.35,-0.20%
2/2/2017,93.11,92.76,94.02,92.67,1.48%
2/1/2017,91.75,90.85,92.1,90.13,-0.01%
01/31/2017,91.76,90.64,91.76,90.64,3.08%
01/30/2017,89.02,89.64,90.56,88.66,-0.63%
01/27/2017,89.58,88.09,89.85,88.07,1.56%
01/26/2017,88.2,88.77,89.19,87.75,-2.39%
01/25/2017,90.36,90.15,90.55,89.1,-1.69%
01/24/2017,91.91,91.47,93.24,91.11,0.71%
01/23/2017,91.26,89.6,91.31,89.27,2.91%
01/20/2017,88.68,87.67,89.81,87.3,1.28%
01/19/2017,87.56,86.92,88.4,86.4,-0.45%
01/18/2017,87.96,89.04,90.03,86.94,-1.28%
01/17/2017,89.1,88.58,89.8,88.57,2.37%
01/13/2017,87.04,85.33,87.27,84.38,0.95%
1/12/2017,86.22,87.57,88.79,85.4,-0.22%
1/11/2017,86.41,85.97,87.32,83.97,-0.10%
1/10/2017,86.5,86.01,87.9,85.42,1.29%
1/9/2017,85.4,86.22,87.03,84.9,0.11%
1/6/2017,85.31,86.72,87.87,83.9,-2.98%
1/5/2017,87.93,84.7,88.42,84.7,5.44%
1/4/2017,83.39,83.04,83.46,81.84,1.68%
1/3/2017,82.01,79.46,82.1,79.45,3.99%
12/30/2016,78.86,82.63,84.15,78.83,-3.88%
12/29/2016,82.04,78.16,82.1,78.11,6.13%
12/28/2016,77.3,75.88,77.42,75.53,1.71%
12/27/2016,76,75.3,76.25,74.78,2.38%
12/23/2016,74.23,73.2,74.58,73.16,1.64%
12/22/2016,73.03,73.21,74.63,72.84,-0.84%
12/21/2016,73.65,74.04,74.25,73.05,-0.22%
12/20/2016,73.81,72.14,73.89,71.63,0.38%
12/19/2016,73.53,73.41,74.32,72.99,0.16%
12/16/2016,73.41,74.22,75.24,72.83,-0.41%
12/15/2016,73.71,75.9,75.95,72.66,-4.30%
12/14/2016,77.02,81.77,82.45,76.95,-5.14%
12/13/2016,81.19,80.27,81.35,79.54,1.16%
12/12/2016,80.26,80.81,81.45,79.82,0.22%
12/9/2016,80.08,82.29,82.85,79.62,-3.02%
12/8/2016,82.57,82.67,83.03,81.68,0.00%
12/7/2016,82.57,83.14,84,81.77,0.51%
12/6/2016,82.15,82.63,84,81.71,-0.77%
12/5/2016,82.79,81.06,83.76,80.11,0.60%
12/2/2016,82.3,80.01,82.81,79.89,3.77%
12/1/2016,79.31,79.41,81.21,78.17,-0.71%
11/30/2016,79.88,80.12,80.6,78.82,-1.24%
11/29/2016,80.88,80.33,81.42,79.59,-0.99%
11/28/2016,81.69,79.95,81.78,79.32,3.24%
11/25/2016,79.13,79.38,80.02,78.77,0.27%
11/23/2016,78.92,80.77,80.8,77.36,-3.73%
11/22/2016,81.98,81.51,82.17,79.62,1.11%
11/21/2016,81.08,80.28,81.99,80.27,2.23%
11/18/2016,79.31,78.99,80.09,78.17,-0.68%
11/17/2016,79.85,81.84,83.21,78.66,-2.02%
11/16/2016,81.5,81.94,82.12,79.87,-1.09%
11/15/2016,82.4,78.91,82.63,78.21,4.53%
