Date,Price,Open,High,Low,Change %
11/1/2021,130.72,129.55,131.37,128.62,0.86%
10/29/2021,129.61,131.67,131.67,129.52,-2.91%
10/28/2021,133.5,134.83,135.46,133.16,-1.21%
10/27/2021,135.13,135.41,136.67,134.79,-0.73%
10/26/2021,136.12,135.73,136.6,135.01,-0.42%
10/25/2021,136.7,135.8,137.59,135.22,1.76%
10/22/2021,134.34,135.47,138.49,133.82,0.62%
10/21/2021,133.51,133.12,133.68,132.05,-0.20%
10/20/2021,133.78,133.12,134.88,132.23,1.14%
10/19/2021,132.27,133.23,133.57,131.2,1.33%
10/18/2021,130.53,131.27,131.96,130.18,-1.16%
10/15/2021,132.06,130.75,133.22,130.04,-0.59%
10/14/2021,132.85,131.82,133.1,131.26,2.37%
10/13/2021,129.78,126.05,130.39,126.05,3.66%
10/12/2021,125.2,123.74,125.78,122.92,1.53%
10/11/2021,123.31,124.07,125.71,123.13,-0.36%
10/8/2021,123.75,125.68,126.63,123.67,0.64%
10/7/2021,122.96,121.03,124.08,121,1.38%
10/6/2021,121.29,118.62,121.34,117.77,1.75%
10/5/2021,119.2,118.89,119.45,116.67,-0.37%
10/4/2021,119.64,118.45,120.69,118.45,1.01%
10/1/2021,118.44,119.56,119.56,117.28,-0.44%
09/30/2021,118.96,117.98,121,117.69,1.62%
09/29/2021,117.06,119.48,119.55,116.72,-2.44%
09/28/2021,119.99,118.77,120.31,117.97,-0.12%
09/27/2021,120.14,119.95,122.36,119.39,0.30%
09/24/2021,119.78,119.57,121.35,119.31,-0.59%
09/23/2021,120.49,122.13,122.42,120.33,-1.80%
09/22/2021,122.7,123.35,125.63,122.61,0.15%
09/21/2021,122.52,123.49,124.82,121.96,-0.02%
09/20/2021,122.54,122.16,122.83,120.83,-0.94%
09/17/2021,123.7,124.21,124.24,122.54,-0.99%
09/16/2021,124.94,128.67,128.69,123.58,-4.79%
09/15/2021,131.23,129.8,132.17,129.8,0.54%
09/14/2021,130.53,130.74,131.91,129.48,0.32%
09/13/2021,130.12,128.54,131.33,127.81,1.32%
9/10/2021,128.42,129.94,130.87,128.4,-1.31%
9/9/2021,130.13,131.9,131.96,129.55,-0.99%
9/8/2021,131.43,132.04,132.54,130.45,-0.66%
9/7/2021,132.3,134.57,135.38,131.91,-2.75%
9/3/2021,136.04,134.79,137.25,134.61,2.44%
9/2/2021,132.8,132.53,133.1,131.62,0.11%
9/1/2021,132.66,134.67,134.69,132.56,-1.04%
08/31/2021,134.06,132.34,134.06,132,1.41%
08/30/2021,132.2,134.86,135.14,131.92,-1.68%
08/27/2021,134.46,129.28,135.02,128.82,4.14%
08/26/2021,129.11,128.89,130.77,128.5,-0.62%
08/25/2021,129.91,130.87,130.96,128.92,-1.61%
08/24/2021,132.03,132.43,132.86,131.19,0.43%
08/23/2021,131.46,128.77,132.15,128.02,4.42%
08/20/2021,125.89,124.91,127,124.91,0.09%
08/19/2021,125.78,127.83,127.83,125.2,-2.11%
08/18/2021,128.49,131.91,131.91,127.62,-2.71%
08/17/2021,132.07,133.39,133.92,130.98,-1.48%
08/16/2021,134.05,135.11,135.49,133.21,-0.90%
08/13/2021,135.27,134.49,136.08,134.06,1.68%
8/12/2021,133.04,134.17,134.25,131.58,-1.71%
8/11/2021,135.35,133.79,135.9,133.78,2.46%
8/10/2021,132.1,132.54,133.62,131.35,-0.68%
8/9/2021,133.01,134.62,135.79,132.85,-2.74%
8/6/2021,136.76,136.56,137.73,134.72,-2.17%
8/5/2021,139.8,141.48,142.31,139.56,-1.45%
8/4/2021,141.86,145.21,146.48,141.86,-1.12%
8/3/2021,143.47,142.27,143.59,141.69,0.94%
8/2/2021,142.13,143.65,143.82,141.54,-1.14%
07/30/2021,143.77,143.33,145.25,142.63,-0.39%
07/29/2021,144.33,143.75,145.87,143,2.75%
07/28/2021,140.47,137.53,140.51,137.5,1.72%
07/27/2021,138.09,138.13,138.37,136.55,-0.02%
07/26/2021,138.12,135.74,138.92,135.74,1.83%
07/23/2021,135.64,136.01,136.22,134.37,-0.70%
07/22/2021,136.59,137.27,137.61,134.53,-0.85%
07/21/2021,137.76,134.11,138.23,134.09,1.95%
07/20/2021,135.13,135.12,137.07,134.16,0.61%
07/19/2021,134.31,135.13,136.1,132.83,-2.36%
07/16/2021,137.56,141.62,141.63,137.05,-3.47%
07/15/2021,142.5,141.45,142.54,140.78,0.76%
07/14/2021,141.43,143.58,144.12,140.93,0.58%
07/13/2021,140.62,139.82,143.08,139.8,0.92%
7/12/2021,139.34,140.31,141.8,138.91,-1.44%
7/9/2021,141.37,138.59,141.91,138.58,2.46%
7/8/2021,137.98,142.5,142.82,137.19,-3.23%
7/7/2021,142.59,143.51,143.56,141.16,0.04%
7/6/2021,142.53,144.93,145.41,141.28,-0.30%
7/2/2021,142.96,143.03,143.69,141.3,1.48%
7/1/2021,140.87,142.96,143.3,140.05,-0.21%
06/30/2021,141.17,139.72,141.85,139.49,1.05%
06/29/2021,139.7,138.11,141.04,138.01,-0.52%
06/28/2021,140.43,142.04,142.78,139.37,-1.10%
06/25/2021,141.99,144.58,145.08,141.86,-0.87%
06/24/2021,143.23,144.12,144.44,142.59,0.22%
06/23/2021,142.92,145.17,146.39,142.9,-0.53%
06/22/2021,143.68,143.05,144.37,142.23,-0.31%
06/21/2021,144.13,143.16,144.49,141.51,1.63%
06/18/2021,141.82,145.28,145.93,141.78,-2.35%
06/17/2021,145.23,148.49,150.49,144.51,-5.79%
06/16/2021,154.16,156.01,158.27,153.72,-1.58%
06/15/2021,156.63,159.21,159.24,155.32,-1.49%
06/14/2021,159,157.12,160.45,157.12,-0.68%
6/11/2021,160.09,162.18,162.98,159.71,-1.65%
6/10/2021,162.78,159.11,162.87,158.58,2.49%
6/9/2021,158.83,159.3,160.78,158.82,-0.16%
6/8/2021,159.08,160.43,161.13,159.02,-1.36%
6/7/2021,161.28,160.76,161.63,159.64,-0.48%
6/4/2021,162.06,161.46,163.06,161.21,1.31%
6/3/2021,159.96,161.32,161.52,159.16,-3.46%
6/2/2021,165.7,165.31,166.52,164.54,0.04%
6/1/2021,165.64,165.61,167.09,164.26,1.02%
05/28/2021,163.96,162.09,164.1,161.97,0.50%
05/27/2021,163.14,162.65,163.89,161.91,-0.09%
05/26/2021,163.29,164.1,165.65,162.72,-0.05%
05/25/2021,163.37,163.59,164.42,161.5,-0.38%
05/24/2021,163.99,163.15,164.44,162.91,0.57%
05/21/2021,163.06,164.97,165.44,161.73,-0.60%
05/20/2021,164.05,162.04,165.21,161.48,1.27%
05/19/2021,162,164.08,166.44,160.33,-2.01%
05/18/2021,165.33,166,166.79,163.29,-0.41%
05/17/2021,166.01,158.93,166.5,158.39,5.50%
05/14/2021,157.36,154.96,157.64,154.96,2.89%
05/13/2021,152.94,152.7,153.88,151.33,-0.47%
5/12/2021,153.66,156.7,157.72,153.03,-2.21%
5/11/2021,157.14,151.49,157.37,151.11,1.56%
5/10/2021,154.72,158.82,159.61,154.65,-1.00%
5/7/2021,156.28,156.03,156.76,154.4,1.61%
5/6/2021,153.81,149.74,155.02,149.73,3.86%
5/5/2021,148.09,147.44,148.24,146.12,1.03%
5/4/2021,146.58,148.29,150.44,145.18,-1.44%
5/3/2021,148.72,144.79,149.32,144.51,4.64%
04/30/2021,142.13,143.56,144.6,142.01,-1.50%
04/29/2021,144.3,146.77,146.77,142.63,-2.24%
04/28/2021,147.61,144.67,148.48,143.87,1.08%
04/27/2021,146.04,148.95,149.31,145.96,-1.94%
04/26/2021,148.93,148.86,149.51,147.71,0.27%
04/23/2021,148.53,150,150.83,147.91,-0.01%
04/22/2021,148.55,150.24,150.32,147.69,-2.12%
04/21/2021,151.76,149.01,151.77,148.41,2.26%
04/20/2021,148.41,147.12,148.6,146.39,0.57%
04/19/2021,147.57,148.99,149.33,146.56,-1.07%
04/16/2021,149.16,150.05,150.05,148.11,0.68%
04/15/2021,148.15,144.17,149.13,144.08,4.24%
04/14/2021,142.13,142.97,144.01,141.82,-0.62%
04/13/2021,143.01,141.98,144.04,141.98,1.56%
4/12/2021,140.81,142.96,142.96,140.33,-2.05%
4/9/2021,143.76,141.64,144.1,141.57,-0.35%
4/8/2021,144.26,142.86,144.72,142.58,2.55%
4/7/2021,140.67,142.47,142.47,140.4,-1.65%
4/6/2021,143.03,141.85,144.5,141.8,1.71%
4/5/2021,140.63,140.58,142.05,139.38,0.50%
4/1/2021,139.93,136.21,139.94,136.16,4.12%
03/31/2021,134.39,132.07,135.58,131.88,2.02%
03/30/2021,131.73,132.65,133.24,131.04,-3.05%
03/29/2021,135.88,134.91,135.94,132.6,0.01%
03/26/2021,135.87,133.15,135.9,133.1,2.28%
03/25/2021,132.84,132.99,133.92,131.14,-0.64%
03/24/2021,133.7,135.34,136.24,133.55,-1.17%
03/23/2021,135.28,138.87,138.87,134.89,-3.47%
03/22/2021,140.15,141.11,142.16,140.08,-1.00%
03/19/2021,141.57,141.08,142.1,140.01,0.21%
03/18/2021,141.27,141.87,144.29,140.87,-2.03%
03/17/2021,144.2,139.34,145.35,138.75,2.69%
03/16/2021,140.42,142.13,142.26,139.99,-1.20%
03/15/2021,142.12,140.44,142.27,140.17,1.71%
3/12/2021,139.73,136.3,140.02,135.36,0.42%
3/11/2021,139.14,137.03,139.2,136.66,2.57%
3/10/2021,135.65,135.52,136.58,134.1,0.67%
3/9/2021,134.75,135.77,137.08,133.82,2.31%
3/8/2021,131.71,133.13,133.89,131.44,-1.40%
3/5/2021,133.58,130.69,133.86,128.3,2.22%
3/4/2021,130.68,131.48,134.05,128.08,-0.85%
3/3/2021,131.8,131.72,132.96,129.09,-2.25%
3/2/2021,134.84,131.12,135.95,131.03,3.46%
3/1/2021,130.33,132.89,134.14,129.37,-0.35%
02/26/2021,130.79,135.53,136.15,129.72,-4.78%
02/25/2021,137.36,141.85,143.81,136.84,-4.18%
02/24/2021,143.35,139.42,144.1,137.83,1.74%
02/23/2021,140.9,141.85,141.92,136.62,-1.93%
02/22/2021,143.68,138,144.25,137.77,5.04%
02/19/2021,136.78,136.46,138.38,135.94,0.78%
02/18/2021,135.72,137.02,138.73,134.48,-1.24%
02/17/2021,137.43,137.96,138.12,136.11,-1.84%
02/16/2021,140,140.69,142.77,140,-1.21%
2/12/2021,141.72,139.81,143.11,138.71,0.30%
2/11/2021,141.29,143.79,144.63,140.67,-1.64%
2/10/2021,143.65,145.65,146.2,142.57,-0.19%
2/9/2021,143.92,144.98,144.98,142.69,-0.45%
2/8/2021,144.57,143.71,145.05,142.99,2.16%
2/5/2021,141.52,138.64,141.58,137.89,2.92%
2/4/2021,137.51,135.8,137.68,134.33,-1.52%
2/3/2021,139.63,139.75,140.75,138.56,0.42%
2/2/2021,139.05,142.04,142.18,138.39,-4.97%
2/1/2021,146.32,144.02,149.69,143.21,5.58%
01/29/2021,138.59,143.5,144.42,138.03,-0.06%
01/28/2021,138.68,135.46,141.47,135.43,5.40%
01/27/2021,131.57,135.36,135.36,130.83,-4.29%
01/26/2021,137.47,138.45,139.37,137.4,-0.79%
01/25/2021,138.57,140.96,141.71,136.99,-1.13%
01/22/2021,140.15,137.29,141.22,136.66,-0.77%
01/21/2021,141.24,143.54,143.57,140.21,-1.40%
01/20/2021,143.24,141.23,144.04,141.06,3.05%
01/19/2021,139,139.6,139.68,137.64,1.08%
01/15/2021,137.51,141.39,141.8,137.46,-3.89%
01/14/2021,143.07,142.81,144.88,142.01,0.52%
01/13/2021,142.33,144.64,145.35,142.3,-1.67%
1/12/2021,144.74,144.34,144.88,141.85,0.55%
1/11/2021,143.95,143.6,145.76,143.09,-2.23%
1/8/2021,147.24,151.01,151.74,144.47,-4.71%
1/7/2021,154.52,155.27,156.47,152.78,-0.39%
1/6/2021,155.13,153.06,155.31,151.12,0.68%
1/5/2021,154.08,155.13,155.24,151.88,0.01%
1/4/2021,154.07,151.32,154.89,149.4,6.85%
12/31/2020,144.19,147.18,147.43,143.62,-2.00%
12/30/2020,147.14,143.11,147.17,143.1,3.29%
12/29/2020,142.46,143.39,144.68,141.65,0.08%
12/28/2020,142.34,146.5,147.66,142.29,-0.97%
12/24/2020,143.73,142.69,144.44,141.8,0.50%
12/23/2020,143.01,141.6,143.75,141.6,1.76%
12/22/2020,140.53,145.26,145.66,139.84,-3.31%
12/21/2020,145.34,145.09,147.02,144.47,0.30%
12/18/2020,144.9,148.28,148.29,144.65,-2.26%
12/17/2020,148.25,146.27,149.79,146.27,3.71%
12/16/2020,142.94,141.38,143,139.57,1.95%
12/15/2020,140.2,138.34,140.61,138.07,3.58%
12/14/2020,135.35,138.54,140.08,135.26,-2.35%
12/11/2020,138.61,139.78,140.77,138.15,-1.06%
12/10/2020,140.1,140.36,142.79,139.32,0.35%
12/9/2020,139.61,142.05,142.42,137.94,-2.58%
12/8/2020,143.3,144.18,144.24,142.89,-0.20%
12/7/2020,143.59,139.11,145.03,139.1,3.05%
12/4/2020,139.34,139.78,141.08,138.68,-0.19%
12/3/2020,139.6,141.16,141.93,138.67,-0.74%
12/2/2020,140.64,139.84,140.95,138.08,0.52%
12/1/2020,139.91,138.65,140.18,136.63,3.85%
11/30/2020,134.72,132.76,134.77,131.15,0.72%
11/27/2020,133.76,131.59,133.8,131.08,0.57%
11/25/2020,133,131.87,133.81,131.87,1.67%
11/24/2020,130.82,129.15,132.25,129.15,-1.30%
11/23/2020,132.54,135.72,136.3,132.35,-3.40%
11/20/2020,137.2,137.53,139.11,136.43,0.96%
11/19/2020,135.89,134.55,136.58,134.39,-0.60%
11/18/2020,136.71,140.97,140.97,136.69,-3.21%
11/17/2020,141.24,142.6,143.16,140.82,-1.51%
11/16/2020,143.4,142.66,144.6,141.33,0.01%
11/13/2020,143.38,144.39,144.66,142.86,0.94%
11/12/2020,142.04,141.76,144.46,141.55,1.02%
11/11/2020,140.6,140.67,141.09,139.37,-1.02%
11/10/2020,142.05,147.15,147.59,141.97,-3.12%
11/9/2020,146.63,149.8,150.03,143.75,-5.63%
11/6/2020,155.38,155.63,156.21,153.81,0.79%
11/5/2020,154.16,148.59,154.94,148.5,7.50%
11/4/2020,143.4,147.3,147.55,142.97,-2.72%
11/3/2020,147.41,146.4,148.31,145.57,1.88%
11/2/2020,144.69,142.08,144.7,140.72,3.11%
10/30/2020,140.32,139.14,140.34,136.02,1.75%
10/29/2020,137.9,134.69,139.03,134.56,1.67%
10/28/2020,135.64,141.44,141.62,135.41,-6.82%
10/27/2020,145.56,143.29,145.68,142.62,1.85%
10/26/2020,142.91,144.3,146.55,142.67,-1.75%
10/23/2020,145.46,146.01,146.25,144.39,-0.65%
10/22/2020,146.41,146.09,146.72,143.69,-1.13%
10/21/2020,148.08,147.14,150.51,147.01,1.43%
10/20/2020,145.99,144.76,146.94,143.98,1.13%
10/19/2020,144.36,148.27,149.22,144.31,-1.86%
10/16/2020,147.09,149.46,149.58,147.06,-1.33%
10/15/2020,149.07,147.83,150.02,147.63,-1.07%
10/14/2020,150.68,150.55,152.25,149.3,1.32%
10/13/2020,148.71,148.05,149.19,145.44,-0.77%
10/12/2020,149.86,150.05,151.06,148.38,-0.11%
10/9/2020,150.02,146.32,150.02,146.31,4.67%
10/8/2020,143.33,142.4,144.25,141.88,1.76%
10/7/2020,140.85,141.47,142.73,140.25,0.74%
10/6/2020,139.81,146.2,147.03,139.78,-3.96%
10/5/2020,145.58,143.66,147.26,143.64,1.92%
10/2/2020,142.84,143.68,144.87,142.21,-1.18%
10/1/2020,144.55,144.27,146.14,142.95,1.03%
09/30/2020,143.08,142.19,144.29,141.1,-0.10%
09/29/2020,143.23,142.7,144.67,142.23,1.18%
09/28/2020,141.56,141.89,142.63,139.79,1.14%
09/25/2020,139.96,138.97,140.72,137.78,-0.65%
09/24/2020,140.88,134.18,141.87,134.18,3.78%
09/23/2020,135.75,143.23,143.49,135.05,-6.73%
09/22/2020,145.54,145.31,146.69,143.56,0.52%
09/21/2020,144.78,148.38,149.86,142.94,-4.44%
09/18/2020,151.51,154.63,155.88,151.41,-1.66%
09/17/2020,154.06,151.59,154.59,150.41,-1.28%
09/16/2020,156.06,157.38,158.01,155.25,-0.08%
09/15/2020,156.18,158.82,159.26,155.18,-0.14%
09/14/2020,156.4,152.11,156.57,152.11,4.03%
9/11/2020,150.34,153.49,155.43,149.86,-1.31%
9/10/2020,152.34,155.88,157,151.71,-1.59%
9/9/2020,154.8,149.73,155.18,149.71,4.61%
9/8/2020,147.98,145.4,151.05,143.2,-1.07%
9/4/2020,149.58,149.83,150.88,144.03,-0.89%
9/3/2020,150.93,150.28,152.03,146.27,-0.96%
9/2/2020,152.39,150.6,152.43,146.86,-0.01%
9/1/2020,152.4,156.83,156.9,150.45,-1.17%
08/31/2020,154.21,153.61,156.29,153.04,0.89%
08/28/2020,152.85,149.61,153.69,149.44,3.63%
08/27/2020,147.49,152.11,152.6,145.37,-2.00%
08/26/2020,150.5,144.26,150.52,144.23,3.11%
08/25/2020,145.96,145.86,146.28,142.47,-0.29%
08/24/2020,146.38,149.42,149.62,145.69,-0.77%
08/21/2020,147.51,148.48,148.69,145.76,-2.23%
08/20/2020,150.88,147.76,151.54,147.32,1.61%
08/19/2020,148.49,152.04,153.34,147.71,-3.12%
08/18/2020,153.28,157.53,157.53,151.5,-0.77%
08/17/2020,154.47,151.16,154.56,151,5.83%
08/14/2020,145.96,146.48,147.07,143.84,-0.41%
08/13/2020,146.56,143.96,147.97,143.16,3.44%
8/12/2020,141.68,145.07,145.57,141.58,0.15%
8/11/2020,141.47,144.51,147.74,140.82,-7.55%
8/10/2020,153.03,155.23,158.97,152.64,-0.72%
8/7/2020,154.14,156.09,157.29,152.22,-3.42%
8/6/2020,159.6,163.12,163.58,157.41,-0.96%
8/5/2020,161.14,162.81,165.36,159.28,1.12%
8/4/2020,159.35,152.83,159.52,151.42,4.29%
8/3/2020,152.79,154.75,154.9,150.39,-1.13%
07/31/2020,154.53,152.36,154.95,151.9,2.84%
07/30/2020,150.26,151.06,154.34,147.92,-3.49%
07/29/2020,155.7,157.57,157.9,152.84,-1.00%
07/28/2020,157.28,156.19,159.37,154.5,-0.59%
07/27/2020,158.21,154.88,160.56,154.87,4.99%
07/24/2020,150.69,147.96,151.01,147.47,2.87%
07/23/2020,146.48,149.67,151.26,143.77,-2.34%
07/22/2020,149.99,148.22,150.72,147.72,2.32%
07/21/2020,146.59,147.75,149.66,145.38,1.56%
07/20/2020,144.34,141.91,144.91,141.85,2.98%
07/17/2020,140.16,137.38,140.28,137.1,3.12%
07/16/2020,135.92,137.15,138.39,134.56,-1.46%
07/15/2020,137.93,136.63,138.07,134.38,0.63%
07/14/2020,137.07,130.76,137.09,130.68,4.44%
07/13/2020,131.24,138.02,139.36,131.11,-3.43%
7/10/2020,135.9,137.45,137.73,134.65,-0.48%
7/9/2020,136.55,138.29,138.75,133.12,-0.02%
7/8/2020,136.58,135.9,137.59,134.15,2.73%
7/7/2020,132.95,128.99,133.73,128.99,2.55%
7/6/2020,129.65,129.06,130.63,128.01,2.04%
7/2/2020,127.06,127.73,130.37,126.95,-1.26%
7/1/2020,128.68,128.95,128.98,124.89,-0.37%
06/30/2020,129.16,124.2,129.48,123.56,3.55%
06/29/2020,124.73,123.87,124.75,122.4,1.48%
06/26/2020,122.91,121.31,123.42,119.14,0.52%
06/25/2020,122.27,121.21,122.34,119.53,1.00%
06/24/2020,121.06,122.45,124.37,119.46,-2.15%
06/23/2020,123.72,123.86,125.55,123.08,1.66%
06/22/2020,121.7,119.79,123.37,119.79,4.24%
06/19/2020,116.75,114.57,118.39,114.27,3.71%
06/18/2020,112.57,113.6,114.88,112.31,-1.61%
06/17/2020,114.41,114.66,115.98,113.58,0.26%
06/16/2020,114.11,117.48,118.2,113.67,-2.67%
06/15/2020,117.24,110.64,117.68,109.15,2.41%
6/12/2020,114.48,117.34,118.36,113.75,-0.31%
6/11/2020,114.84,121.74,123,113.2,-6.19%
6/10/2020,122.42,118.67,122.5,115.04,4.60%
6/9/2020,117.04,117.1,118.57,115.83,1.15%
6/8/2020,115.71,114.82,116.12,113.73,0.73%
6/5/2020,114.87,112.88,114.9,110.91,-1.36%
6/4/2020,116.45,117.33,118.1,115.57,0.98%
6/3/2020,115.32,115.18,117.22,113.84,-2.93%
6/2/2020,118.8,123.66,123.69,118.45,-3.49%
6/1/2020,123.09,121.07,123.15,120.21,2.49%
05/29/2020,120.1,121.29,121.68,119.73,1.40%
05/28/2020,118.44,120.78,121.9,117.62,-0.16%
05/27/2020,118.63,114.74,118.63,114.09,-0.21%
05/26/2020,118.88,123.13,123.13,118.6,-4.31%
05/22/2020,124.24,124.85,127.49,123.89,-0.25%
05/21/2020,124.55,126.22,126.48,121.51,-2.75%
05/20/2020,128.07,130.32,131.01,127.63,-0.92%
05/19/2020,129.26,126.46,130.46,126.38,3.63%
05/18/2020,124.73,129.33,129.39,124.32,-1.48%
05/15/2020,126.61,124.22,126.96,123.25,4.42%
05/14/2020,121.25,117.57,121.93,117.34,2.77%
05/13/2020,117.98,119.58,120.4,115.46,0.20%
5/12/2020,117.74,119.53,122.01,117.53,-0.30%
5/11/2020,118.09,121.51,122.36,117.11,-3.28%
5/8/2020,122.09,122.39,124.31,121.17,-0.17%
5/7/2020,122.3,119.45,123.95,118.35,3.74%
5/6/2020,117.89,119.76,120.49,117.47,-2.87%
5/5/2020,121.37,118.64,121.97,117.29,1.46%
5/4/2020,119.62,118.8,120.14,118.07,1.93%
5/1/2020,117.36,110.37,117.5,110.37,3.24%
04/30/2020,113.68,117.54,119.34,113.49,-4.85%
04/29/2020,119.47,117.38,119.62,115.43,1.61%
04/28/2020,117.58,116.61,118.41,114.89,-0.09%
04/27/2020,117.69,118.13,119.05,114.33,0.12%
04/24/2020,117.55,118.31,119.25,114.48,2.00%
04/23/2020,115.25,114.65,120.28,114.11,2.85%
04/22/2020,112.06,108.95,112.56,108.89,6.43%
04/21/2020,105.29,102.18,106.48,102.18,-1.03%
04/20/2020,106.39,104.47,108.11,104.24,2.02%
04/17/2020,104.28,102.37,104.91,101.95,-1.74%
04/16/2020,106.13,104.99,107.34,103.7,1.76%
04/15/2020,104.29,102.04,106.49,101.42,-1.82%
04/14/2020,106.22,107.06,111.48,103.8,1.00%
04/13/2020,105.17,98.59,105.84,95.06,7.08%
4/9/2020,98.22,93.05,98.57,92.9,9.50%
4/8/2020,89.7,89.01,90.55,88.21,0.83%
4/7/2020,88.96,90.27,91.56,88.17,-0.40%
4/6/2020,89.32,87.66,90.45,86.53,5.88%
4/3/2020,84.36,84.83,87.31,83.81,-0.17%
4/2/2020,84.5,82.57,86.71,82.07,4.40%
4/1/2020,80.94,78.28,81.97,77.88,2.52%
03/31/2020,78.95,79.33,83.03,78.37,-1.79%
03/30/2020,80.39,82.65,85.12,78.32,-1.74%
03/27/2020,81.81,85.81,87.57,80.78,-7.19%
03/26/2020,88.15,91.16,93.26,85.84,-0.77%
03/25/2020,88.83,86.57,91.67,83.63,2.97%
03/24/2020,86.27,84,87.77,80.49,15.55%
03/23/2020,74.66,72.91,78.07,70.78,6.47%
03/20/2020,70.12,76.71,78.01,70.02,-6.28%
03/19/2020,74.82,73.26,84.21,66.31,1.87%
03/18/2020,73.45,82.2,85.05,71.79,-13.59%
03/17/2020,85,74.83,86.55,74.83,13.06%
03/16/2020,75.18,68.19,78.67,62.72,7.00%
03/13/2020,70.26,79.72,80.29,69.65,-9.67%
3/12/2020,77.78,84.93,85.53,77.13,-11.28%
3/11/2020,87.67,94.17,94.79,86.39,-8.19%
3/10/2020,95.49,94.89,97.13,91.21,1.27%
3/9/2020,94.29,100.4,100.63,94.21,-8.47%
3/6/2020,103.01,105.07,105.21,99.66,-1.61%
3/5/2020,104.7,103.65,104.99,102.05,1.98%
3/4/2020,102.67,102.44,103.15,99.83,1.18%
3/3/2020,101.47,98.92,104.9,97.56,3.68%
3/2/2020,97.87,95.27,97.98,94.84,3.95%
02/28/2020,94.15,98.11,98.12,90.11,-5.69%
02/27/2020,99.83,107.97,107.97,99.67,-7.01%
02/26/2020,107.35,106.92,108.67,106.55,-0.12%
02/25/2020,107.48,110.64,111.73,107.42,-3.61%
02/24/2020,111.51,112.93,113.73,110.19,0.41%
02/21/2020,111.06,108.96,111.34,108.82,2.93%
02/20/2020,107.9,107.8,109.67,107.02,0.15%
02/19/2020,107.74,106.33,107.78,105.91,1.69%
02/18/2020,105.95,102.56,105.97,102.49,3.86%
02/14/2020,102.01,103.27,103.54,101.83,-1.10%
02/13/2020,103.14,102.83,103.97,102.54,1.00%
2/12/2020,102.12,102.62,102.97,102.05,-0.73%
2/11/2020,102.87,102.65,103.79,102.04,0.02%
2/10/2020,102.85,101.87,103.17,101.26,1.50%
2/7/2020,101.33,103.86,103.95,101.29,-2.02%
2/6/2020,103.42,102.57,103.71,102.23,1.20%
2/5/2020,102.19,101.4,102.91,101.26,0.47%
2/4/2020,101.71,101.86,102.15,100.35,-1.21%
2/3/2020,102.96,103.29,103.74,102.2,-0.94%
01/31/2020,103.94,103.51,104.72,103.29,0.41%
01/30/2020,103.52,103.54,104.03,102.45,0.40%
01/29/2020,103.11,100.7,103.2,100.43,2.29%
01/28/2020,100.8,102.3,102.71,100.42,-2.30%
01/27/2020,103.17,106.1,106.37,102.7,-1.57%
01/24/2020,104.82,102.89,104.94,102.47,1.84%
01/23/2020,102.93,102.45,104.03,101.77,-0.21%
01/22/2020,103.15,103.29,103.91,102.63,-0.14%
01/21/2020,103.29,101.46,103.33,100.91,1.42%
01/17/2020,101.84,102.9,103.2,101.53,-0.95%
01/16/2020,102.82,102.83,103.24,101.93,-0.56%
01/15/2020,103.4,102.08,103.64,101.23,2.01%
01/14/2020,101.36,99.73,101.53,99.42,1.17%
01/13/2020,100.19,101.8,101.88,100.19,-2.01%
1/10/2020,102.25,101.12,102.9,101.11,1.55%
1/9/2020,100.69,100.98,102.05,100.62,-1.16%
1/8/2020,101.87,106.26,106.29,101.69,-4.09%
1/7/2020,106.21,104.9,106.61,104.45,1.08%
1/6/2020,105.07,106.46,107.12,104.32,-0.32%
1/3/2020,105.41,107.45,108.03,105.03,-1.03%
1/2/2020,106.51,107.86,108.35,106.05,-0.38%
12/31/2019,106.92,107.84,108.25,106.77,-0.23%
12/30/2019,107.17,105.34,107.39,105.21,1.94%
12/27/2019,105.13,105.79,106.32,104.73,-0.90%
12/26/2019,106.09,105.77,107.12,104.98,1.36%
12/24/2019,104.67,101.97,104.68,101.95,3.34%
12/23/2019,101.29,98.16,101.31,98.13,3.82%
12/20/2019,97.56,99.5,99.51,97.55,-1.85%
12/19/2019,99.4,99.58,99.77,98.71,-0.15%
12/18/2019,99.55,98.54,99.56,98.18,1.02%
12/17/2019,98.54,99.23,99.64,98.54,-0.71%
12/16/2019,99.24,100.49,100.8,99.16,-1.04%
12/13/2019,100.28,98.99,100.52,98.99,0.85%
12/12/2019,99.43,100.5,100.97,98.53,-0.13%
12/11/2019,99.56,97.17,99.79,97.17,2.86%
12/10/2019,96.79,96.48,96.85,95.98,0.98%
12/9/2019,95.85,96.61,96.89,95.74,-0.05%
12/6/2019,95.9,97.29,97.48,95.9,-2.52%
12/5/2019,98.38,97.32,99.02,97.31,0.89%
12/4/2019,97.51,97.79,98.35,96.75,-0.47%
12/3/2019,97.97,97.19,98.64,97.19,2.02%
12/2/2019,96.03,95.29,96.24,94.94,0.53%
11/29/2019,95.52,94.09,95.69,93.95,1.69%
11/27/2019,93.93,93.99,94.25,92.95,-0.85%
11/26/2019,94.74,93.04,94.87,92.71,1.99%
11/25/2019,92.89,93.22,94.42,92.89,-0.82%
11/22/2019,93.66,94.21,94.5,93.26,-0.19%
11/21/2019,93.84,95.31,95.71,93.81,-1.91%
11/20/2019,95.67,95.38,96.03,94.64,0.35%
